Unique Method Stereotype,Method Count
non-void-command factory collaborator,1
predicate controller,1
get set factory collaborator,1
get wrapper,1
property factory wrapper,1
set,5
wrapper stateless,17
command collaborator,67
wrapper,4
factory collaborator stateless,1
get collaborator,23
get property non-void-command,1
get property non-void-command collaborator,1
collaborator incidental,8
get,17
get command collaborator,1
command,50
empty,21
property,1
predicate non-void-command,3
controller stateless,26
property non-void-command collaborator,24
property controller,2
set collaborator,11
property non-void-command factory collaborator,1
property collaborator,3
property non-void-command,6
get set collaborator,4
factory wrapper stateless,5
incidental,7
controller,11
predicate non-void-command collaborator,3
get non-void-command collaborator,1
property wrapper,3
property factory collaborator,1
constructor,71
get property controller,2
predicate,2
Total,408
