Unique Method Stereotype,Method Count
void-accessor controller,2
controller,14
collaborator incidental,3
get,2
set collaborator,5
property non-void-command,5
wrapper,2
destructor,10
wrapper stateless,9
constructor,13
set,5
command,29
empty,4
property non-void-command collaborator,16
predicate non-void-command,4
get non-void-command collaborator,1
command collaborator,44
controller stateless,9
get collaborator,2
incidental,2
get set factory,1
void-accessor command,3
predicate non-void-command collaborator,3
void-accessor command collaborator,24
Total,212
