Unique Method Stereotype,Method Count
predicate,1
wrapper stateless,7
set collaborator,1
wrapper,4
get non-void-command,2
get set,3
property factory collaborator,1
collaborator incidental,2
get,1
predicate non-void-command,1
property non-void-command collaborator,2
command collaborator,13
property controller,2
controller stateless,4
empty,2
command,13
controller,4
constructor,22
set,5
property non-void-command,11
incidental,32
get collaborator,3
property wrapper,2
predicate non-void-command collaborator,2
predicate set collaborator,1
collaborator stateless,2
void-accessor command collaborator,2
Total,145
