Unique Method Stereotype,Method Count
get property wrapper,1
property non-void-command,108
predicate set,51
stateless,1
property collaborator,225
property non-void-command factory collaborator,3
get non-void-command collaborator,26
property wrapper,94
get property non-void-command collaborator,4
collaborator incidental,144
get,244
non-void-command,1
set collaborator,81
property controller,43
property non-void-command collaborator,222
predicate wrapper,69
incidental,188
controller,31
set,152
get property non-void-command,2
get property collaborator,7
constructor,731
get property controller,1
wrapper stateless,321
predicate,204
property factory wrapper,1
command,367
empty,156
predicate non-void-command collaborator,463
wrapper,121
get set,13
non-void-command collaborator,18
get non-void-command,33
destructor,226
get set collaborator,5
predicate set collaborator,18
command collaborator,384
property,248
void-accessor wrapper,4
predicate non-void-command,400
predicate controller,49
controller stateless,329
non-void-command factory collaborator,2
factory wrapper stateless,2
collaborator,31
property set,3
factory collaborator incidental,1
void-accessor command collaborator,55
predicate collaborator,172
void-accessor,5
copy-constructor,60
void-accessor collaborator,6
property set collaborator,11
factory collaborator stateless,3
property factory collaborator,5
get collaborator,203
get controller,7
unclassified,30
get property,6
get wrapper,11
get set factory collaborator,1
property factory controller,19
void-accessor controller,3
factory controller stateless,6
void-accessor command,6
Total,6437
