Unique Class Stereotype,Class Count
entity minimal-entity boundary,1
entity data-provider boundary small-class,1
minimal-entity commander boundary,1
data-provider boundary data-class,2
data-provider boundary degenerate,4
data-provider data-class small-class,7
boundary data-class,1
data-provider boundary data-class small-class,7
commander degenerate,1
entity data-provider boundary,6
boundary degenerate,12
data-provider lazy-class degenerate,2
boundary data-class small-class,4
entity boundary lazy-class degenerate,1
entity boundary small-class,29
small-class,39
entity minimal-entity commander boundary,1
commander boundary,8
controller,1
commander boundary data-class small-class,3
entity boundary degenerate,3
commander small-class,14
data-provider degenerate,2
data-provider,31
commander data-class small-class,3
data-provider data-class,5
boundary small-class,79
data-provider boundary,27
commander boundary small-class,24
data-provider boundary small-class,45
commander,23
empty,1084
controller small-class,11
unclassified,80
data-provider small-class,32
boundary degenerate small-class,104
pure-controller small-class,7
degenerate,20
boundary,42
pure-controller degenerate,2
boundary lazy-class,1
degenerate small-class,13
factory degenerate small-class,2
data-provider boundary lazy-class small-class,1
factory controller small-class,12
entity commander boundary,2
pure-controller degenerate small-class,84
data-class small-class,5
entity boundary,27
controller degenerate,1
boundary lazy-class degenerate,1
lazy-class degenerate,3
Total,1921
