Method Stereotype,Stereotype Count
get,564
predicate,1426
property,1003
void-accessor,79
set,335
command,812
non-void-command,1282
collaborator,2090
controller,488
wrapper,624
constructor,731
copy-constructor,60
destructor,226
factory,43
incidental,333
stateless,662
empty,156
unclassified,30
Total,10944
