Unique Method Stereotype,Method Count
get property factory,1
get non-void-command factory collaborator,1
void-accessor command,1
destructor,1
property set factory collaborator,1
collaborator stateless,4
set factory collaborator,1
predicate,3
non-void-command,1
get property factory controller,1
get set factory collaborator,3
get wrapper,1
property set collaborator,1
stateless,2
void-accessor command collaborator,3
factory wrapper,1
unclassified,2
get property non-void-command factory collaborator,2
non-void-command collaborator,37
predicate set,3
property non-void-command,9
property non-void-command factory collaborator,82
property collaborator,5
controller stateless,113
non-void-command factory collaborator,6
predicate non-void-command,7
property non-void-command collaborator,195
set collaborator,15
wrapper,11
get set,1
property factory controller,1
constructor,203
set,13
property factory wrapper,3
command,94
empty,13
command collaborator,77
void-accessor wrapper,1
wrapper stateless,57
get property factory collaborator,1
get collaborator,7
get non-void-command collaborator,2
property wrapper,11
collaborator incidental,8
get,3
get property non-void-command collaborator,1
property factory collaborator,167
predicate set collaborator,1
get set collaborator,2
incidental,5
controller,11
predicate non-void-command collaborator,19
copy-constructor,3
Total,1217
