Unique Class Stereotype,Class Count
entity factory controller,1
entity factory controller small-class,1
entity boundary small-class,2
commander lazy-class degenerate,1
boundary degenerate small-class,2
entity boundary,86
small-class,14
degenerate,8
boundary,7
lazy-class,1
pure-controller degenerate,9
minimal-entity boundary,1
boundary lazy-class,1
degenerate small-class,4
factory controller small-class,6
controller degenerate,4
entity,2
data-provider boundary lazy-class degenerate,1
commander boundary,5
boundary degenerate,6
entity data-provider,1
factory small-class,1
data-provider boundary small-class,3
factory controller,1
empty,247
commander,4
boundary small-class,4
unclassified,8
controller small-class,1
entity commander boundary,5
pure-controller degenerate small-class,5
commander boundary degenerate,2
commander small-class,3
commander boundary data-class small-class,2
Total,449
