Unique Method Stereotype,Method Count
get property non-void-command,1
get property,3
property factory collaborator,3
predicate set collaborator,6
unclassified,20
factory controller stateless,1
get set collaborator,19
property set,2
void-accessor controller,15
factory collaborator stateless,2
collaborator,13
void-accessor set,1
non-void-command,1
predicate,70
empty,32
get property collaborator,6
set,173
void-accessor wrapper,16
wrapper stateless,298
destructor,79
get set,36
wrapper,36
property set collaborator,13
predicate collaborator,6
controller stateless,187
command collaborator,286
property wrapper,56
get non-void-command collaborator,14
void-accessor,9
void-accessor command collaborator,192
void-accessor collaborator,16
predicate controller,10
command,764
constructor,739
predicate set,7
property collaborator,232
property non-void-command,232
predicate non-void-command,90
get non-void-command factory,1
set collaborator,68
property controller,99
property non-void-command collaborator,279
get collaborator,169
predicate non-void-command collaborator,122
copy-constructor,24
controller,26
incidental,81
predicate wrapper,14
non-void-command collaborator,8
get wrapper,4
void-accessor command,101
get non-void-command,7
get property wrapper,4
void-accessor set collaborator,14
property,206
get property non-void-command collaborator,3
collaborator incidental,62
get,85
Total,5063
