Unique Class Stereotype,Class Count
entity minimal-entity boundary,7
lazy-class degenerate,1
data-provider boundary degenerate,2
data-provider data-class small-class,2
data-class,2
entity data-provider boundary degenerate,1
commander data-class,1
entity,1
data-provider boundary data-class,1
commander boundary data-class,1
commander boundary degenerate,2
entity data-provider boundary,4
entity boundary data-class small-class,1
entity commander boundary,4
pure-controller degenerate small-class,19
boundary lazy-class,1
degenerate small-class,13
small-class,12
entity boundary small-class,24
commander boundary data-class small-class,2
entity boundary degenerate,2
commander small-class,115
commander boundary,8
boundary degenerate,4
controller degenerate,3
boundary lazy-class degenerate,1
data-provider boundary small-class,6
commander boundary small-class,14
pure-controller degenerate,1
minimal-entity boundary,1
commander boundary lazy-class small-class,2
lazy-class,2
entity boundary,31
data-provider boundary data-class small-class,3
data-provider boundary,15
commander,28
empty,298
controller small-class,4
unclassified,142
boundary small-class,2
commander data-class small-class,35
data-provider,68
pure-controller small-class,1
boundary,50
degenerate,6
boundary degenerate small-class,10
data-provider small-class,4
boundary data-class small-class,2
Total,959
