Unique Method Stereotype,Method Count
void-accessor set,1
property non-void-command factory,1
get predicate,3
get predicate non-void-command collaborator,3
property non-void-command,172
property collaborator,682
predicate set,34
property non-void-command factory collaborator,5
collaborator incidental,288
get,236
get property non-void-command collaborator,22
predicate,372
set collaborator,239
property controller,118
property non-void-command collaborator,770
incidental,110
controller,103
get controller,6
get collaborator,378
void-accessor command collaborator,55
copy-constructor,76
void-accessor collaborator,10
set,232
constructor,977
get property controller,2
empty,116
unclassified,87
property factory wrapper,1
command,850
property,282
command collaborator,1340
property wrapper,242
get non-void-command collaborator,75
property set collaborator,63
destructor,255
void-accessor,6
predicate collaborator,104
predicate non-void-command collaborator,254
wrapper,196
get set,25
predicate wrapper,72
wrapper stateless,859
predicate non-void-command,166
void-accessor wrapper,5
collaborator,111
property set,17
predicate set collaborator,27
get wrapper,16
predicate controller,20
controller stateless,232
non-void-command factory collaborator,4
non-void-command collaborator,49
get non-void-command,48
get property wrapper,2
get property,11
property command collaborator,6
get property collaborator,29
void-accessor set collaborator,2
get property non-void-command,5
void-accessor command,9
get predicate wrapper,2
void-accessor controller,3
get non-void-command factory collaborator,1
get set collaborator,26
property factory collaborator,13
Total,10526
