Unique Class Stereotype,Class Count
data-provider lazy-class,2
commander data-class,1
commander boundary degenerate,1
controller lazy-class degenerate,1
data-provider boundary lazy-class degenerate,1
entity minimal-entity data-provider boundary,1
data-provider boundary data-class,3
pure-controller degenerate,1
data-provider boundary degenerate,2
commander lazy-class degenerate,1
lazy-class data-class,1
lazy-class,1
data-provider data-class,3
boundary small-class,11
commander data-class small-class,3
data-class,6
boundary degenerate,13
entity minimal-entity commander boundary,1
commander boundary,31
data-provider small-class,36
minimal-entity boundary,1
boundary data-class,3
boundary data-class small-class,8
small-class,21
entity boundary lazy-class degenerate,1
entity boundary small-class,24
controller small-class,2
unclassified,101
data-provider boundary small-class,28
empty,628
commander,16
data-provider boundary,55
data-provider boundary data-class small-class,8
entity minimal-entity boundary,3
entity boundary data-class small-class,1
pure-controller degenerate small-class,9
entity commander boundary,16
entity commander boundary degenerate,1
boundary degenerate small-class,47
data-provider,50
data-provider data-class small-class,9
entity boundary degenerate,5
commander small-class,11
entity data-provider boundary,12
commander boundary small-class,18
controller degenerate,2
pure-controller small-class,1
boundary,121
degenerate,8
controller lazy-class small-class,1
entity boundary,61
data-class small-class,8
boundary lazy-class,4
degenerate small-class,8
Total,1412
