Unique Class Stereotype,Class Count
entity factory controller small-class,1
degenerate small-class,1
controller degenerate,1
data-provider,6
factory degenerate,3
boundary small-class,2
data-provider data-class,4
entity data-provider boundary,3
factory degenerate small-class,5
data-provider boundary,3
data-provider boundary data-class small-class,7
boundary data-class,2
factory controller degenerate,1
data-provider lazy-class degenerate,1
boundary data-class small-class,2
data-provider boundary small-class,8
pure-controller degenerate,4
data-class,34
entity commander boundary,2
pure-controller degenerate small-class,19
factory pure-controller small-class,2
boundary degenerate small-class,33
small-class,35
entity boundary small-class,54
entity boundary degenerate,2
commander small-class,53
commander boundary,44
boundary degenerate,9
commander boundary small-class,42
entity small-class,1
empty,197
factory controller,2
commander,29
degenerate,10
pure-controller small-class,13
boundary,79
lazy-class small-class,10
data-class small-class,2
entity boundary,28
lazy-class degenerate,8
controller,1
factory pure-controller degenerate small-class,14
entity degenerate,3
data-provider data-class small-class,14
data-provider lazy-class small-class,5
entity,2
unclassified,61
controller small-class,3
data-provider boundary lazy-class small-class,1
entity boundary data-class,2
factory controller small-class,8
commander boundary degenerate,2
Total,878
