Unique Method Stereotype,Method Count
get property,4
get property set factory collaborator,2
get property set collaborator,7
get property set,4
get predicate set,1
factory stateless,3
get predicate collaborator,5
get property factory collaborator,3
factory,12
void-accessor set,14
get non-void-command factory collaborator,21
get property wrapper,11
void-accessor,23
predicate collaborator,56
void-accessor command collaborator,20
get property factory controller,2
get property factory wrapper,7
factory collaborator incidental,38
factory wrapper,9
get property non-void-command factory collaborator,34
get predicate non-void-command collaborator,15
property set,40
non-void-command,4
set collaborator,973
property controller,689
property non-void-command collaborator,7645
get property non-void-command factory,7
predicate controller,321
collaborator incidental,1445
get property non-void-command collaborator,62
get factory,8
get,3011
get command collaborator,10
property non-void-command,2392
property non-void-command factory collaborator,1478
predicate set,18
void-accessor collaborator,1
copy-constructor,153
incidental,2008
void-accessor command,13
factory controller stateless,631
non-void-command factory collaborator,566
controller stateless,6489
get non-void-command collaborator,369
property wrapper,1531
void-accessor wrapper,2
predicate non-void-command,806
property factory,60
set,1126
constructor,8638
get controller,26
get collaborator,4151
wrapper stateless,3780
get command,3
predicate non-void-command collaborator,1032
wrapper,726
get predicate non-void-command,2
get factory collaborator,16
non-void-command factory,4
get set,159
factory collaborator stateless,935
empty,1068
get property controller,1
factory controller,142
property factory collaborator,573
factory wrapper stateless,307
command collaborator,11606
property,465
predicate,279
property set collaborator,113
property collaborator,83
stateless,412
command,8227
property factory wrapper,207
controller,2361
factory collaborator,19
unclassified,45
property non-void-command factory,27
collaborator stateless,838
non-void-command collaborator,26
get non-void-command,128
get set collaborator,573
predicate wrapper,106
get predicate controller,19
void-accessor set collaborator,1
get property collaborator,3
get property non-void-command,38
get predicate wrapper,6
property set factory collaborator,22
predicate set collaborator,10
get wrapper,72
set factory collaborator,7
collaborator,53
void-accessor controller,6
property factory controller,175
get set factory collaborator,9
Total,79648
