Class Stereotype,Stereotype Count
entity,2022
minimal-entity,71
data-provider,1249
commander,2247
boundary,5166
factory,407
controller,572
pure-controller,1237
large-class,4
lazy-class,305
degenerate,3086
data-class,458
small-class,3698
empty,2761
unclassified,1091
Total,24374
