Unique Method Stereotype,Method Count
get property non-void-command collaborator,2
get,19
collaborator incidental,20
command collaborator,96
property,1
set,22
constructor,67
property set,5
wrapper stateless,56
property set collaborator,23
wrapper,14
destructor,6
get collaborator,1
controller stateless,48
collaborator,4
command,22
empty,3
void-accessor set collaborator,2
void-accessor command collaborator,4
controller,7
incidental,5
predicate non-void-command collaborator,4
property wrapper,3
predicate non-void-command,10
set collaborator,14
property non-void-command collaborator,5
non-void-command factory collaborator,1
non-void-command collaborator,6
property non-void-command,5
property non-void-command factory collaborator,1
Total,476
