Unique Method Stereotype,Method Count
property set,1
get set,1
wrapper,6
property,24
void-accessor set,2
unclassified,1
empty,10
predicate controller,12
predicate wrapper,6
non-void-command collaborator,6
get set collaborator,5
get predicate,1
predicate,34
collaborator,1
property set collaborator,108
predicate collaborator,21
property wrapper,54
get non-void-command collaborator,17
command collaborator,127
void-accessor collaborator,3
void-accessor command collaborator,125
void-accessor controller,5
controller stateless,90
void-accessor command,27
get property collaborator,4
set,15
constructor,217
command,73
wrapper stateless,145
void-accessor wrapper,6
property collaborator,134
property non-void-command,5
set collaborator,21
property controller,13
property non-void-command collaborator,987
predicate non-void-command,11
get property non-void-command collaborator,8
collaborator incidental,326
get,11
predicate non-void-command collaborator,21
controller,10
copy-constructor,43
incidental,8
get collaborator,111
get property wrapper,1
void-accessor set collaborator,5
get non-void-command,7
destructor,16
predicate set collaborator,2
get wrapper,3
Total,2890
