Unique Class Stereotype,Class Count
entity data-provider boundary,1
commander boundary lazy-class,1
factory controller small-class,1
factory pure-controller degenerate small-class,1
commander small-class,2
boundary data-class,1
degenerate small-class,2
commander,4
pure-controller degenerate small-class,7
entity data-class small-class,1
boundary degenerate,2
commander boundary,5
empty,69
unclassified,9
controller small-class,2
boundary small-class,2
small-class,2
entity boundary small-class,19
boundary data-class small-class,3
entity boundary degenerate,3
commander boundary small-class,11
pure-controller degenerate,2
boundary,8
boundary degenerate small-class,1
entity commander boundary,5
entity boundary,9
degenerate,11
data-class small-class,1
Total,185
