Unique Method Stereotype,Method Count
collaborator,3
void-accessor controller,3
void-accessor set,1
property set,1
property,1
non-void-command factory collaborator,1
predicate controller,1
get property factory wrapper,1
get non-void-command collaborator,1
property wrapper,3
predicate non-void-command,8
predicate,2
empty,3
destructor,2
factory collaborator stateless,8
wrapper,45
get property wrapper,1
get non-void-command,1
property set collaborator,12
predicate collaborator,1
factory wrapper stateless,7
get collaborator,7
factory collaborator,1
unclassified,1
command,67
non-void-command collaborator,1
predicate wrapper,4
property controller,2
property non-void-command collaborator,57
set collaborator,27
constructor,96
get property collaborator,6
set,27
collaborator stateless,14
void-accessor command collaborator,15
property non-void-command factory collaborator,1
predicate set,2
property non-void-command,11
property collaborator,6
void-accessor wrapper,2
wrapper stateless,57
get,27
get property non-void-command collaborator,9
collaborator incidental,28
get wrapper,3
controller stateless,24
controller,3
incidental,27
predicate non-void-command collaborator,15
command collaborator,168
predicate set collaborator,1
Total,815
