Unique Class Stereotype,Class Count
commander boundary degenerate,1
unclassified,5
data-class,1
data-provider data-class small-class,1
entity data-provider boundary,1
lazy-class,1
empty,22
commander,4
data-provider boundary small-class,2
entity boundary small-class,5
small-class,1
data-provider lazy-class,1
boundary small-class,1
commander data-class small-class,2
entity minimal-entity boundary,2
commander boundary,11
boundary degenerate,2
boundary degenerate small-class,14
pure-controller degenerate small-class,1
entity commander boundary,5
entity boundary,15
commander boundary small-class,4
commander small-class,4
boundary,9
degenerate,3
lazy-class degenerate,2
degenerate small-class,6
boundary lazy-class,2
entity boundary data-class,1
factory controller small-class,1
Total,130
