Unique Class Stereotype,Class Count
commander degenerate,1
commander boundary degenerate,1
controller,3
data-provider boundary small-class,2
entity,1
data-provider boundary lazy-class degenerate,2
boundary data-class,1
minimal-entity boundary,1
controller degenerate,2
boundary lazy-class degenerate,1
data-provider data-class small-class,4
entity factory controller small-class,2
data-provider boundary data-class,1
factory controller small-class,2
data-class,1
boundary degenerate small-class,7
entity minimal-entity boundary,1
data-provider small-class,1
data-provider boundary,1
data-provider lazy-class degenerate,1
boundary data-class small-class,2
data-provider boundary lazy-class,3
entity boundary small-class,12
small-class,17
pure-controller degenerate,14
entity factory controller,1
entity commander boundary,4
pure-controller degenerate small-class,21
factory degenerate small-class,2
unclassified,62
controller small-class,8
data-provider boundary data-class small-class,2
entity boundary,35
entity boundary degenerate,3
commander small-class,19
commander boundary,24
boundary degenerate,11
boundary small-class,1
data-provider data-class,5
entity data-provider boundary,2
commander,24
empty,153
entity small-class,1
boundary lazy-class,1
degenerate small-class,13
data-provider,13
boundary,26
degenerate,20
pure-controller small-class,3
commander boundary small-class,8
Total,546
