Unique Method Stereotype,Method Count
unclassified,1
non-void-command factory,1
void-accessor command collaborator,1
property factory controller,2
get property non-void-command,1
get wrapper,6
non-void-command collaborator,1
predicate wrapper,2
property set collaborator,1
stateless,11
get set factory collaborator,2
get non-void-command,3
property factory wrapper,2
factory controller stateless,4
predicate,7
factory stateless,1
get predicate non-void-command,1
get factory collaborator,1
predicate set collaborator,3
property non-void-command factory,3
controller stateless,300
get collaborator,121
factory collaborator stateless,10
get set,1
wrapper,36
property factory,1
predicate non-void-command,42
predicate controller,5
non-void-command factory collaborator,11
wrapper stateless,158
factory controller,3
empty,15
command,354
command collaborator,295
get property controller,1
constructor,352
set,37
property controller,18
property non-void-command collaborator,306
set collaborator,15
predicate collaborator,1
factory wrapper stateless,4
get property non-void-command collaborator,1
collaborator incidental,54
get,115
copy-constructor,2
incidental,28
controller,83
predicate non-void-command collaborator,48
get non-void-command collaborator,46
property wrapper,31
property factory collaborator,10
property,22
get set collaborator,13
property non-void-command,127
property non-void-command factory collaborator,37
collaborator stateless,3
Total,2760
