Unique Method Stereotype,Method Count
predicate controller,1
property controller,1
controller stateless,3
controller,2
predicate set,1
predicate wrapper,1
property non-void-command collaborator,7
property command collaborator,1
set collaborator,12
property collaborator,1
command,20
get,9
get collaborator,6
copy-constructor,1
property non-void-command,2
get non-void-command collaborator,1
command collaborator,21
constructor,17
set,6
property,3
property set collaborator,1
destructor,15
get non-void-command,13
wrapper,8
property wrapper,2
predicate non-void-command collaborator,1
Total,156
