Unique Class Stereotype,Class Count
commander boundary degenerate,1
data-provider data-class small-class,1
data-provider,1
data-provider boundary small-class,1
data-provider boundary data-class small-class,2
data-provider boundary,1
degenerate small-class,9
entity boundary,15
factory pure-controller degenerate small-class,1
controller,3
commander boundary,35
entity factory controller degenerate,1
boundary degenerate,1
controller small-class,6
unclassified,27
entity factory controller,1
pure-controller degenerate,5
commander boundary small-class,9
empty,65
commander,28
degenerate,6
boundary,16
pure-controller small-class,2
boundary degenerate small-class,10
entity commander boundary,4
pure-controller degenerate small-class,16
small-class,18
entity boundary small-class,18
factory degenerate small-class,7
factory controller small-class,3
factory controller degenerate,1
controller degenerate,3
commander small-class,14
entity minimal-entity boundary,1
factory degenerate,1
Total,333
