Unique Method Stereotype,Method Count
predicate set collaborator,1
get set collaborator,1
get wrapper,1
get property set collaborator,1
get non-void-command factory collaborator,1
get property factory collaborator,1
get property,3
property factory controller,7
get property non-void-command factory collaborator,1
unclassified,2
collaborator stateless,7
predicate wrapper,1
get property non-void-command,15
void-accessor command,10
void-accessor,2
void-accessor collaborator,1
void-accessor command collaborator,7
get predicate collaborator,1
property non-void-command factory collaborator,9
property collaborator,3
property non-void-command,64
factory controller,1
empty,20
command,279
command collaborator,48
property wrapper,5
get non-void-command collaborator,5
controller stateless,248
void-accessor set collaborator,3
get non-void-command,37
wrapper,10
get set,4
collaborator incidental,8
get property non-void-command collaborator,6
get,37
get collaborator,9
constructor,142
set,49
factory collaborator incidental,2
property set,3
wrapper stateless,120
property set collaborator,1
stateless,2
predicate non-void-command,28
predicate,17
property,17
property controller,16
property non-void-command collaborator,80
set collaborator,9
non-void-command factory collaborator,7
predicate controller,4
property factory collaborator,1
copy-constructor,1
controller,54
incidental,23
predicate non-void-command collaborator,47
Total,1482
