Unique Class Stereotype,Class Count
commander boundary degenerate,1
data-provider small-class,1
boundary small-class,1
controller small-class,1
commander boundary small-class,1
commander small-class,3
entity boundary,7
degenerate small-class,1
data-provider,1
data-provider data-class small-class,1
commander,23
empty,130
unclassified,45
small-class,14
data-class small-class,1
degenerate,12
boundary degenerate small-class,12
boundary,18
pure-controller degenerate,19
pure-controller degenerate small-class,4
controller,1
boundary degenerate,7
commander boundary,4
lazy-class degenerate,1
pure-controller small-class,2
pure-controller,1
controller degenerate,4
Total,316
