Unique Class Stereotype,Class Count
controller degenerate,2
lazy-class degenerate,1
data-provider boundary lazy-class small-class,1
data-provider boundary degenerate,1
data-provider boundary data-class,1
commander boundary small-class,7
entity boundary small-class,3
small-class,6
degenerate small-class,4
entity commander boundary degenerate,1
boundary degenerate small-class,30
boundary data-class,1
data-provider small-class,6
entity boundary degenerate,11
commander boundary data-class small-class,1
commander small-class,1
data-class small-class,1
entity boundary,21
boundary degenerate,26
commander boundary,2
data-provider boundary small-class,11
empty,56
commander,2
degenerate,17
boundary,25
data-provider boundary,11
unclassified,28
controller small-class,2
commander data-class small-class,2
data-provider,5
data-provider data-class small-class,1
entity data-provider boundary,1
entity commander boundary,1
pure-controller degenerate small-class,1
Total,290
