Unique Class Stereotype,Class Count
lazy-class,1
commander boundary degenerate,1
lazy-class degenerate,2
commander boundary data-class,1
pure-controller degenerate,1
entity data-provider boundary small-class,1
data-provider boundary data-class,1
entity data-provider boundary,8
boundary lazy-class degenerate,3
commander small-class,6
commander boundary data-class small-class,6
data-provider boundary data-class small-class,12
data-provider boundary,32
data-class small-class,6
entity boundary,12
entity boundary lazy-class degenerate,1
entity boundary small-class,9
small-class,19
data-provider small-class,14
boundary data-class,3
boundary degenerate small-class,23
pure-controller degenerate small-class,6
entity commander boundary,5
commander lazy-class degenerate,1
commander boundary,7
boundary degenerate,2
data-provider boundary small-class,24
pure-controller small-class,1
degenerate,7
boundary,11
commander,4
empty,600
unclassified,15
data-provider lazy-class degenerate,1
boundary data-class small-class,3
data-provider data-class small-class,4
data-provider,11
boundary lazy-class,3
degenerate small-class,8
data-class,1
commander boundary small-class,15
boundary small-class,15
commander data-class small-class,1
commander data-class,1
data-provider lazy-class small-class,2
Total,910
