Unique Method Stereotype,Method Count
property command collaborator,2
void-accessor set,2
void-accessor controller,2
get wrapper,25
predicate set collaborator,3
non-void-command collaborator,10
predicate wrapper,9
predicate controller,4
predicate collaborator,23
predicate non-void-command,32
get controller,2
void-accessor set collaborator,1
get property wrapper,3
get non-void-command,6
wrapper,37
get set,4
command collaborator,38
unclassified,22
command,69
empty,59
get collaborator,142
controller stateless,91
void-accessor wrapper,11
wrapper stateless,99
get property collaborator,5
set,33
constructor,358
collaborator,16
property controller,17
set collaborator,46
property non-void-command collaborator,51
property non-void-command factory collaborator,1
predicate set,6
property non-void-command,13
property collaborator,242
void-accessor,4
void-accessor collaborator,1
void-accessor command collaborator,110
destructor,66
property set collaborator,15
property,31
collaborator incidental,61
get,51
get non-void-command collaborator,48
property wrapper,68
controller,5
incidental,48
copy-constructor,33
predicate non-void-command collaborator,12
get set collaborator,47
void-accessor command,26
predicate,42
Total,2152
