Unique Class Stereotype,Class Count
pure-controller,1
factory controller data-class small-class,1
pure-controller small-class,2
small-class,1
controller degenerate,2
commander boundary data-class small-class,1
boundary data-class small-class,1
boundary,3
entity factory controller,1
factory pure-controller degenerate small-class,1
degenerate small-class,12
unclassified,1
empty,264
entity commander boundary,4
boundary degenerate small-class,17
boundary degenerate,1
commander boundary,17
commander small-class,7
degenerate,20
entity boundary data-class,1
commander,10
commander boundary small-class,11
entity boundary,2
pure-controller degenerate small-class,20
boundary small-class,5
Total,406
