Unique Method Stereotype,Method Count
get property set collaborator,1
collaborator,1
get set collaborator,1
property,1
wrapper stateless,79
set,7
constructor,138
property factory wrapper,1
wrapper,24
property set collaborator,1
controller stateless,93
non-void-command factory collaborator,1
property controller,1
set collaborator,10
property non-void-command collaborator,16
command,157
empty,19
collaborator stateless,1
set factory collaborator,1
command collaborator,256
get non-void-command collaborator,6
property non-void-command,2
property non-void-command factory collaborator,4
property collaborator,1
void-accessor command collaborator,1
predicate non-void-command collaborator,3
copy-constructor,1
controller,21
incidental,3
factory controller stateless,2
property factory collaborator,1
predicate collaborator,3
factory wrapper stateless,2
collaborator incidental,2
void-accessor set collaborator,1
get wrapper,1
Total,863
