Unique Method Stereotype,Method Count
factory controller,1
property wrapper,2
void-accessor collaborator,5
collaborator incidental,1
void-accessor controller,3
controller,4
constructor,29
property non-void-command factory collaborator,6
command,2
non-void-command collaborator,48
copy-constructor,3
void-accessor wrapper,1
property non-void-command collaborator,16
set collaborator,1
wrapper stateless,4
property controller,1
controller stateless,11
property set collaborator,2
command collaborator,3
void-accessor command collaborator,1
Total,144
