Unique Class Stereotype,Class Count
boundary small-class,1
factory degenerate small-class,1
factory controller degenerate,1
factory controller small-class,1
factory pure-controller degenerate small-class,1
entity factory controller small-class,1
commander,5
boundary degenerate,2
commander small-class,19
entity boundary,2
boundary degenerate small-class,8
empty,74
unclassified,5
small-class,2
commander boundary small-class,8
pure-controller degenerate,1
boundary,4
pure-controller degenerate small-class,2
data-class,5
degenerate small-class,2
degenerate,4
Total,149
