Unique Method Stereotype,Method Count
collaborator incidental,3
wrapper,1
factory collaborator stateless,16
stateless,3
factory controller stateless,4
factory wrapper stateless,1
set collaborator,1
get property non-void-command collaborator,1
property non-void-command factory collaborator,15
non-void-command factory collaborator,10
property non-void-command collaborator,49
property non-void-command,39
get collaborator,1
incidental,31
wrapper stateless,21
constructor,38
set,63
command collaborator,31
command,77
empty,18
get,51
controller stateless,16
property controller,4
Total,494
