Unique Method Stereotype,Method Count
property set collaborator,1
collaborator stateless,1
factory controller stateless,4
get controller,1
predicate wrapper,5
factory collaborator stateless,11
predicate non-void-command,7
get property non-void-command,1
command collaborator,556
non-void-command factory collaborator,2
predicate controller,3
property factory collaborator,25
unclassified,1
command,128
empty,22
get set collaborator,2
get set,1
wrapper,3
get non-void-command collaborator,3
property wrapper,8
get property controller,1
constructor,88
set,64
property factory wrapper,1
wrapper stateless,33
controller stateless,105
set collaborator,11
property non-void-command collaborator,114
property controller,8
property,2
get collaborator,34
copy-constructor,5
controller,19
predicate non-void-command collaborator,9
incidental,74
property non-void-command factory collaborator,9
property non-void-command,12
predicate,9
get,162
collaborator incidental,11
factory wrapper stateless,3
Total,1559
