Method Stereotype,Stereotype Count
get,74
predicate,43
property,337
void-accessor,136
set,89
command,263
non-void-command,456
collaborator,1002
controller,974
wrapper,376
constructor,795
copy-constructor,26
destructor,0
factory,288
incidental,226
stateless,1274
empty,13
unclassified,5
Total,6377
