Unique Method Stereotype,Method Count
factory wrapper stateless,4
factory collaborator incidental,1
get set collaborator,1
property factory controller,12
property factory wrapper,2
property non-void-command factory,2
predicate set collaborator,4
property factory,2
predicate non-void-command,4
void-accessor command collaborator,2
void-accessor collaborator,2
collaborator,4
property collaborator,2
property non-void-command,5
property non-void-command factory collaborator,93
wrapper,22
stateless,2
property set collaborator,17
factory collaborator stateless,41
get set factory collaborator,2
controller stateless,790
factory controller,1
empty,13
command,83
command collaborator,178
predicate wrapper,4
non-void-command collaborator,151
predicate controller,8
non-void-command factory collaborator,20
set collaborator,37
property controller,4
property non-void-command collaborator,126
get property controller,2
constructor,782
set,20
collaborator stateless,39
wrapper stateless,308
get property non-void-command collaborator,25
get,4
collaborator incidental,191
predicate non-void-command collaborator,22
incidental,33
copy-constructor,26
controller,66
property set factory collaborator,5
get wrapper,11
factory controller stateless,88
property factory collaborator,10
property,3
unclassified,5
get property non-void-command factory collaborator,1
get collaborator,14
get non-void-command collaborator,7
property wrapper,25
Total,3326
