Unique Method Stereotype,Method Count
predicate wrapper,10
property set collaborator,6
void-accessor controller,7
property command collaborator,3
predicate collaborator,8
collaborator,15
get collaborator,83
predicate controller,12
predicate set collaborator,2
predicate,30
property wrapper,38
get non-void-command collaborator,2
property collaborator,73
property non-void-command factory collaborator,10
property non-void-command,10
get property,3
get property non-void-command,2
destructor,49
void-accessor set collaborator,23
get non-void-command,13
get set,5
wrapper,24
factory controller stateless,1
get controller,4
predicate non-void-command,9
factory controller,4
empty,16
unclassified,12
command,146
command collaborator,110
constructor,222
get property collaborator,2
set,71
get,98
collaborator incidental,20
void-accessor,2
void-accessor command collaborator,126
void-accessor collaborator,6
void-accessor set,3
get set collaborator,3
void-accessor command,25
controller stateless,11
property non-void-command collaborator,45
property controller,7
set collaborator,35
get wrapper,15
void-accessor wrapper,14
wrapper stateless,36
predicate non-void-command collaborator,5
incidental,7
controller,13
copy-constructor,26
property,49
Total,1571
