Unique Class Stereotype,Class Count
entity data-provider boundary,1
data-provider boundary data-class small-class,1
commander boundary data-class,1
commander boundary,16
boundary degenerate,2
data-provider,11
commander small-class,19
commander boundary data-class small-class,4
boundary data-class small-class,2
data-class,1
commander degenerate,1
commander boundary small-class,25
data-provider boundary,6
small-class,6
entity boundary small-class,8
unclassified,21
empty,240
commander,13
data-provider boundary small-class,6
boundary degenerate small-class,3
pure-controller degenerate small-class,2
entity commander boundary,11
lazy-class small-class,1
entity boundary,8
boundary,14
boundary small-class,1
commander data-class small-class,2
commander boundary lazy-class small-class,1
boundary data-class,1
data-provider small-class,4
boundary lazy-class,1
degenerate small-class,1
Total,434
