Unique Method Stereotype,Method Count
property set,2
predicate set,1
get property non-void-command factory collaborator,1
get property factory wrapper,1
predicate collaborator,2
property set factory collaborator,70
set factory collaborator,2
collaborator incidental,85
get,22
get property non-void-command collaborator,25
property factory collaborator,41
factory wrapper stateless,17
property wrapper,79
get non-void-command collaborator,122
incidental,67
controller,123
copy-constructor,37
factory controller stateless,21
get collaborator,87
get controller,2
get set collaborator,97
set,78
constructor,1341
empty,46
get property controller,1
factory controller,148
property factory wrapper,2
command,530
factory collaborator stateless,182
predicate non-void-command collaborator,38
wrapper,102
get set,21
factory collaborator incidental,4
set collaborator,184
property non-void-command collaborator,908
property controller,28
wrapper stateless,369
property non-void-command,143
property non-void-command factory collaborator,245
property collaborator,8
predicate wrapper,3
void-accessor command collaborator,40
get wrapper,80
predicate controller,4
controller stateless,698
non-void-command factory collaborator,36
non-void-command collaborator,1192
get non-void-command,1039
get property wrapper,2
void-accessor wrapper,14
predicate non-void-command,51
predicate,9
get property collaborator,4
get property non-void-command,14
get predicate collaborator,1
get non-void-command factory collaborator,3
property factory controller,19
void-accessor controller,5
unclassified,3
collaborator stateless,3
property non-void-command factory,4
property set collaborator,19
get property,1
command collaborator,4219
property,9
Total,12754
