Unique Method Stereotype,Method Count
predicate wrapper,3
factory controller stateless,1
predicate set collaborator,4
unclassified,1
void-accessor command,2
void-accessor command collaborator,1
collaborator,1
property wrapper,5
get non-void-command collaborator,1
wrapper stateless,13
property non-void-command factory collaborator,2
property non-void-command,13
property collaborator,18
destructor,26
wrapper,11
predicate collaborator,5
command collaborator,40
factory collaborator incidental,3
command,43
factory controller,1
empty,2
constructor,19
get property collaborator,2
set,20
property,7
get collaborator,19
property controller,2
set collaborator,10
property non-void-command collaborator,22
non-void-command factory collaborator,2
predicate non-void-command,6
predicate,6
get property wrapper,2
get non-void-command,1
void-accessor set collaborator,2
incidental,3
copy-constructor,1
controller,6
predicate non-void-command collaborator,9
get property non-void-command collaborator,1
collaborator incidental,11
get,21
controller stateless,2
get set collaborator,1
Total,371
