Unique Method Stereotype,Method Count
get property set collaborator,1
get non-void-command factory collaborator,2
get predicate set,1
factory wrapper,1
get predicate,3
factory wrapper stateless,11
factory,5
get property,3
get property controller,6
factory controller,5
get predicate wrapper,2
property command collaborator,4
get property non-void-command collaborator,29
property factory collaborator,4
wrapper stateless,833
collaborator incidental,105
get,1108
set collaborator,527
property non-void-command collaborator,679
get non-void-command factory,5
get void-accessor command collaborator,1
property controller,104
collaborator,9
get set,13
non-void-command factory,91
unclassified,10
factory collaborator,22
controller,146
incidental,1637
property non-void-command factory collaborator,163
property non-void-command,205
predicate set,40
void-accessor command collaborator,1088
copy-constructor,60
void-accessor collaborator,33
property wrapper,198
get non-void-command collaborator,27
collaborator stateless,1
property non-void-command factory,146
predicate set collaborator,50
constructor,1608
set,992
get controller,1
get collaborator,873
predicate non-void-command collaborator,670
wrapper,186
destructor,1120
controller stateless,455
non-void-command factory collaborator,227
get property non-void-command factory,1
predicate controller,34
void-accessor wrapper,90
predicate non-void-command,276
property factory,1
command,1742
empty,381
predicate wrapper,44
factory controller stateless,82
void-accessor command,284
command collaborator,1759
property,346
predicate,115
void-accessor,27
predicate collaborator,140
void-accessor set,23
get property non-void-command,1
get property collaborator,11
void-accessor set collaborator,128
get property wrapper,10
non-void-command collaborator,15
get non-void-command,28
get wrapper,33
property set,5
property collaborator,415
stateless,9
property set collaborator,21
get set collaborator,21
get set factory,18
property factory controller,1
void-accessor controller,69
get set factory collaborator,2
Total,19642
