Unique Class Stereotype,Class Count
entity factory controller degenerate,1
commander boundary lazy-class degenerate,1
factory controller,1
boundary data-class small-class,1
data-provider degenerate,6
data-provider boundary data-class,2
boundary lazy-class,3
degenerate small-class,228
data-provider,14
boundary small-class,4
data-provider data-class,3
factory degenerate,1
commander data-class small-class,2
lazy-class,7
boundary large-class,1
boundary,176
large-class,1
degenerate,106
pure-controller small-class,1
entity commander boundary,88
data-provider boundary data-class small-class,6
data-provider data-class small-class,4
empty,278
entity small-class,18
controller degenerate,2
boundary lazy-class degenerate,1
commander lazy-class small-class,2
data-provider boundary degenerate,52
unclassified,274
controller small-class,9
commander boundary small-class,30
minimal-entity commander boundary,1
pure-controller degenerate small-class,12
entity boundary small-class,158
boundary data-class,4
commander lazy-class,3
commander small-class,183
entity boundary degenerate,1
commander lazy-class degenerate,10
boundary degenerate,19
commander boundary,129
small-class,80
entity minimal-entity commander boundary,5
factory pure-controller degenerate small-class,1
minimal-entity boundary,2
commander degenerate,146
factory controller small-class,4
entity boundary lazy-class,1
boundary degenerate small-class,28
data-provider boundary,25
entity minimal-entity boundary,18
entity data-provider boundary,7
pure-controller degenerate,9
commander boundary degenerate,5
controller,5
data-provider boundary small-class,10
entity minimal-entity data-provider boundary,1
commander boundary data-class small-class,1
commander,200
entity boundary,115
data-class,11
lazy-class degenerate,4
commander boundary lazy-class,2
factory controller degenerate,1
entity,6
data-provider small-class,2
Total,2532
