Unique Method Stereotype,Method Count
unclassified,10
collaborator,1
void-accessor command,1
get property,1
predicate non-void-command,2
non-void-command collaborator,1
property wrapper,2
get non-void-command collaborator,11
command collaborator,2
predicate collaborator,15
property set collaborator,9
wrapper,3
destructor,1
controller stateless,3
property non-void-command collaborator,52
property controller,2
get collaborator,5
command,10
empty,1
get property controller,1
constructor,35
set,3
predicate set collaborator,1
property,11
property collaborator,68
property non-void-command factory collaborator,18
predicate set,2
predicate,20
wrapper stateless,5
copy-constructor,1
incidental,2
controller,4
predicate non-void-command collaborator,4
predicate controller,2
get wrapper,1
collaborator incidental,2
get,3
Total,315
