Unique Class Stereotype,Class Count
large-class degenerate,1
entity data-class small-class,1
boundary controller,1
data-provider lazy-class,1
entity degenerate,1
data-provider boundary lazy-class,1
entity boundary data-class small-class,4
data-provider boundary lazy-class small-class,2
lazy-class data-class,3
data-provider lazy-class degenerate,5
degenerate small-class,51
boundary lazy-class,2
factory degenerate small-class,9
controller degenerate,19
boundary lazy-class degenerate,1
commander boundary degenerate,19
entity factory controller small-class,22
entity,17
commander data-class,3
data-provider boundary data-class,18
entity commander boundary,295
commander boundary small-class,291
boundary,206
degenerate,139
pure-controller small-class,91
factory controller,1
data-provider lazy-class small-class,1
empty,883
entity small-class,22
data-provider,153
entity boundary degenerate,17
commander boundary,741
boundary degenerate,101
entity minimal-entity commander boundary,3
entity commander boundary degenerate,1
small-class,233
pure-controller degenerate small-class,262
entity boundary small-class,156
entity boundary lazy-class degenerate,2
controller lazy-class,1
entity boundary lazy-class,1
boundary degenerate small-class,159
unclassified,646
controller small-class,27
entity minimal-entity boundary,11
data-provider boundary,47
commander small-class,332
boundary data-class,9
factory pure-controller degenerate small-class,12
data-provider data-class small-class,79
data-provider boundary data-class small-class,49
data-class small-class,8
commander degenerate,5
minimal-entity boundary,2
factory controller small-class,25
data-provider data-class,65
boundary large-class degenerate,1
boundary small-class,26
commander data-class small-class,2
commander boundary data-class small-class,3
entity boundary,316
commander,596
data-class,28
pure-controller degenerate,57
entity data-provider boundary,15
factory degenerate,4
data-provider boundary lazy-class degenerate,1
boundary data-class small-class,10
data-provider small-class,9
factory pure-controller small-class,4
lazy-class small-class,2
entity factory controller,2
commander boundary data-class,1
controller,16
pure-controller,17
data-provider boundary small-class,9
lazy-class degenerate,5
lazy-class,2
Total,6383
