Unique Method Stereotype,Method Count
get predicate set,1
get predicate collaborator,1
get property factory collaborator,1
void-accessor set,4
property factory,1
get predicate wrapper,5
property set,10
get property non-void-command factory collaborator,7
destructor,25
get property wrapper,20
get property factory wrapper,5
get property set factory collaborator,4
factory wrapper,20
get property set collaborator,7
factory collaborator incidental,10
unclassified,25
get predicate non-void-command collaborator,2
get property non-void-command collaborator,23
get property controller,2
factory controller,11
get property set factory,1
get non-void-command,13
non-void-command collaborator,242
predicate wrapper,117
incidental,174
factory collaborator,5
controller,313
void-accessor collaborator,11
copy-constructor,123
property factory collaborator,57
property non-void-command,99
predicate set,9
property non-void-command factory collaborator,68
wrapper stateless,11252
predicate set collaborator,19
get predicate non-void-command,2
non-void-command factory,1
get set,21
get factory collaborator,42
collaborator incidental,317
non-void-command,162
set collaborator,495
property controller,78
property non-void-command collaborator,586
property collaborator,91
stateless,556
property set collaborator,52
predicate non-void-command collaborator,233
wrapper,984
set,525
constructor,1654
controller stateless,5639
non-void-command factory collaborator,61
predicate controller,16
property,27
command collaborator,2010
property factory wrapper,57
command,1057
get factory wrapper,2
empty,211
property non-void-command factory,1
collaborator stateless,1042
void-accessor command collaborator,394
get property,15
factory collaborator stateless,36
get collaborator,141
get controller,2
get wrapper,39
set factory collaborator,5
collaborator,36
void-accessor wrapper,95
predicate non-void-command,89
get predicate,4
factory wrapper stateless,59
get,164
get factory,1
predicate collaborator,18
get non-void-command collaborator,34
property wrapper,335
get set collaborator,50
get non-void-command factory collaborator,23
property set factory collaborator,6
get property non-void-command,3
get property collaborator,30
void-accessor set collaborator,42
void-accessor controller,41
property factory controller,13
get set factory collaborator,27
get property set,5
factory controller stateless,56
void-accessor command,36
predicate,48
Total,30456
