Unique Class Stereotype,Class Count
large-class,1
entity data-provider boundary degenerate,1
controller data-class small-class,1
entity minimal-entity,1
entity data-class small-class,2
lazy-class data-class,1
data-provider small-class,2
entity boundary data-class small-class,2
data-provider,2
commander boundary lazy-class small-class,1
lazy-class degenerate,3
commander boundary lazy-class,5
lazy-class small-class,5
entity boundary degenerate,11
data-provider boundary lazy-class degenerate,2
boundary lazy-class degenerate,12
controller degenerate,9
pure-controller small-class,22
boundary,113
degenerate,253
empty,834
entity small-class,8
boundary data-class small-class,4
data-provider lazy-class degenerate,1
data-provider data-class small-class,1
data-provider boundary data-class small-class,5
commander data-class small-class,6
controller small-class,14
unclassified,66
entity data-provider boundary,3
pure-controller degenerate,56
entity commander boundary,46
data-class,2
commander boundary data-class small-class,6
commander,56
entity boundary,84
commander boundary degenerate,19
commander boundary small-class,32
commander boundary,110
degenerate small-class,48
small-class,37
pure-controller degenerate small-class,79
entity boundary small-class,66
entity boundary lazy-class degenerate,3
boundary small-class,27
entity minimal-entity boundary lazy-class,1
minimal-entity boundary,2
data-class small-class,6
factory controller small-class,5
data-provider boundary lazy-class small-class,1
entity boundary data-class,1
pure-controller,6
data-provider boundary small-class,33
controller,2
factory pure-controller degenerate small-class,1
entity minimal-entity boundary,4
data-provider boundary,17
factory degenerate small-class,4
entity factory controller small-class,5
lazy-class,4
commander boundary data-class,2
data-provider degenerate,1
boundary degenerate,304
commander lazy-class degenerate,5
commander boundary lazy-class degenerate,1
entity boundary lazy-class,1
boundary degenerate small-class,210
controller lazy-class,1
entity,2
data-provider boundary degenerate,3
commander lazy-class small-class,1
minimal-entity,1
commander small-class,23
boundary data-class,2
entity lazy-class small-class,1
Total,2712
