Unique Method Stereotype,Method Count
predicate set collaborator,3
factory controller stateless,1
get set collaborator,2
predicate collaborator,10
factory wrapper stateless,4
get set factory,1
non-void-command,1
get wrapper,6
get property non-void-command,2
unclassified,10
property factory collaborator,2
collaborator,3
property,12
predicate wrapper,2
void-accessor command,4
get collaborator,211
void-accessor wrapper,2
wrapper stateless,107
destructor,58
wrapper,22
property set collaborator,24
void-accessor collaborator,2
void-accessor command collaborator,62
predicate non-void-command,44
empty,35
command,143
command collaborator,276
property wrapper,45
get non-void-command collaborator,9
get property controller,1
constructor,127
property factory wrapper,1
get property collaborator,2
set,104
predicate set,5
property non-void-command,11
property collaborator,98
property non-void-command factory collaborator,3
non-void-command factory collaborator,1
predicate controller,3
get predicate,1
predicate,12
get non-void-command,1
get property wrapper,1
void-accessor set collaborator,2
get property non-void-command collaborator,10
collaborator incidental,155
get,125
controller stateless,29
property non-void-command collaborator,237
set collaborator,119
property controller,10
incidental,10
copy-constructor,8
predicate non-void-command collaborator,115
controller,8
Total,2302
