Unique Method Stereotype,Method Count
get set collaborator,1
get property set,1
get property set collaborator,3
property set collaborator,1
predicate,1
get property set factory collaborator,1
factory collaborator stateless,3
get collaborator,12
get set factory collaborator,1
property non-void-command factory collaborator,4
property non-void-command,6
set collaborator,76
property non-void-command collaborator,23
non-void-command factory collaborator,8
predicate non-void-command,4
empty,6
command,76
command collaborator,83
constructor,61
set,58
controller stateless,53
property factory controller,1
get non-void-command collaborator,6
property wrapper,2
wrapper stateless,3
property factory collaborator,3
incidental,7
copy-constructor,2
controller,4
factory controller stateless,4
collaborator incidental,2
get,12
get property non-void-command collaborator,4
get non-void-command,3
get set,1
property,1
get non-void-command factory collaborator,1
Total,538
