Unique Class Stereotype,Class Count
pure-controller small-class,1
commander small-class,2
commander boundary small-class,1
degenerate small-class,1
factory controller small-class,1
commander boundary data-class small-class,1
entity commander boundary,1
boundary degenerate small-class,6
empty,21
commander boundary,2
degenerate,5
factory pure-controller degenerate small-class,1
entity factory controller small-class,2
entity boundary,4
lazy-class,1
boundary,2
data-provider boundary small-class,2
commander,2
pure-controller degenerate small-class,2
small-class,1
entity boundary small-class,2
Total,61
