Unique Method Stereotype,Method Count
empty,1
get wrapper,3
void-accessor command collaborator,2
collaborator stateless,1
set collaborator,7
property non-void-command collaborator,10
non-void-command collaborator,11
predicate wrapper,2
get non-void-command,1
get property wrapper,1
collaborator incidental,1
get property non-void-command collaborator,2
destructor,1
wrapper,1
get set,1
set,3
constructor,28
controller stateless,25
command,9
wrapper stateless,17
property non-void-command,1
property non-void-command factory collaborator,3
property factory controller,1
stateless,1
command collaborator,2
property wrapper,3
get non-void-command collaborator,4
incidental,4
copy-constructor,2
controller,3
property factory collaborator,1
factory controller stateless,1
get set collaborator,1
Total,154
