Unique Method Stereotype,Method Count
collaborator,2
property factory collaborator,1
get property,5
get non-void-command,11
get property wrapper,4
property set collaborator,1
get set,1
wrapper,12
void-accessor command,9
predicate non-void-command,4
get property non-void-command,1
get set collaborator,4
unclassified,8
factory collaborator stateless,5
controller stateless,210
set collaborator,3
property controller,10
property non-void-command collaborator,90
predicate wrapper,6
non-void-command collaborator,43
void-accessor wrapper,3
wrapper stateless,60
set,8
get property controller,1
constructor,107
destructor,41
predicate collaborator,36
property factory controller,5
get collaborator,39
command collaborator,23
property wrapper,8
get non-void-command collaborator,17
property non-void-command factory collaborator,3
property collaborator,57
property non-void-command,8
property,18
predicate controller,2
command,18
empty,2
get property non-void-command collaborator,1
get,23
collaborator incidental,8
get wrapper,2
void-accessor collaborator,18
void-accessor command collaborator,17
void-accessor,16
controller,45
incidental,3
copy-constructor,8
predicate non-void-command collaborator,10
predicate,26
Total,1063
