Unique Method Stereotype,Method Count
get,1
collaborator incidental,1
void-accessor set,1
property non-void-command collaborator,2
void-accessor wrapper,1
property non-void-command,1
get collaborator,1
predicate controller,1
void-accessor collaborator,7
command collaborator,14
command,40
empty,3
void-accessor controller,1
predicate,1
controller stateless,6
void-accessor command collaborator,9
property collaborator,8
controller,3
destructor,14
wrapper,9
predicate non-void-command collaborator,1
property wrapper,20
property,26
property set,1
constructor,34
set,3
void-accessor command,2
Total,211
