Unique Class Stereotype,Class Count
commander boundary data-class,1
data-provider boundary,1
lazy-class degenerate,1
commander degenerate,3
data-provider lazy-class,2
factory controller data-class small-class,1
data-provider boundary small-class,6
entity minimal-entity boundary,2
minimal-entity boundary,1
boundary data-class,1
data-provider boundary data-class,3
lazy-class data-class,1
data-class,2
small-class,7
data-provider boundary data-class small-class,2
boundary degenerate small-class,11
commander lazy-class degenerate,1
unclassified,46
boundary lazy-class,5
degenerate small-class,6
commander small-class,16
commander data-class,2
commander boundary,18
boundary degenerate,3
factory pure-controller degenerate small-class,1
controller,1
data-provider lazy-class degenerate,1
boundary data-class small-class,4
boundary small-class,3
commander data-class small-class,6
factory controller,1
empty,183
commander,39
entity commander boundary,4
pure-controller degenerate small-class,5
factory degenerate small-class,2
data-class small-class,2
entity boundary,11
degenerate,5
boundary,19
commander boundary degenerate,3
commander boundary small-class,21
data-provider,8
data-provider data-class small-class,3
data-provider small-class,3
entity boundary small-class,4
entity data-provider boundary,1
entity factory controller small-class,1
Total,473
