Unique Method Stereotype,Method Count
destructor,2
collaborator,2
get predicate non-void-command,1
get set,3
predicate wrapper,12
property wrapper,37
get non-void-command collaborator,5
copy-constructor,8
incidental,49
controller,15
collaborator incidental,28
get,107
get property non-void-command collaborator,3
factory controller stateless,3
get set collaborator,12
set,166
get controller,1
get collaborator,59
factory collaborator stateless,5
predicate non-void-command collaborator,89
wrapper,52
factory collaborator incidental,2
wrapper stateless,76
predicate,41
empty,93
factory controller,1
command,325
constructor,156
property non-void-command collaborator,62
property controller,5
void-accessor wrapper,2
predicate non-void-command,52
controller stateless,23
non-void-command factory collaborator,3
predicate controller,1
void-accessor command collaborator,10
command collaborator,271
property,51
set collaborator,60
non-void-command,39
void-accessor set,6
property non-void-command factory collaborator,8
property non-void-command,29
predicate set,3
property factory collaborator,1
collaborator stateless,2
get property wrapper,3
get property collaborator,2
void-accessor set collaborator,4
non-void-command collaborator,24
get non-void-command,8
property set factory collaborator,12
get property set collaborator,4
factory wrapper stateless,2
predicate collaborator,1
get property,1
property collaborator,8
stateless,3
property set collaborator,3
get property factory wrapper,2
unclassified,2
get set factory collaborator,1
predicate set collaborator,3
Total,2064
