Unique Method Stereotype,Method Count
predicate set collaborator,1
get property set collaborator,1
get property factory collaborator,1
get predicate set,1
factory,1
get set,8
non-void-command factory,1
void-accessor set,1
get property,5
get property set,4
property set collaborator,20
property non-void-command factory,3
collaborator stateless,39
property non-void-command factory collaborator,194
property non-void-command,303
stateless,36
property collaborator,48
predicate set,5
get non-void-command,27
non-void-command collaborator,172
predicate wrapper,20
get,137
collaborator incidental,236
get property non-void-command collaborator,5
get collaborator,100
set,157
constructor,912
empty,44
get property controller,1
factory controller,10
unclassified,6
get property non-void-command factory collaborator,2
property factory wrapper,7
command,362
get non-void-command collaborator,26
property wrapper,135
property non-void-command collaborator,978
property controller,50
factory collaborator,6
controller,49
incidental,616
copy-constructor,19
void-accessor,1
predicate collaborator,8
factory wrapper stateless,24
predicate non-void-command collaborator,101
wrapper,50
wrapper stateless,315
predicate controller,14
get property wrapper,6
void-accessor wrapper,1
predicate non-void-command,54
non-void-command factory collaborator,119
controller stateless,259
predicate,57
command collaborator,561
property,87
set factory collaborator,3
collaborator,2
void-accessor command,8
factory controller stateless,40
void-accessor command collaborator,46
property factory collaborator,15
factory collaborator stateless,27
get set factory collaborator,6
property factory controller,15
void-accessor controller,4
factory collaborator incidental,59
property set,28
get set collaborator,7
get non-void-command factory collaborator,5
get wrapper,5
void-accessor set collaborator,3
get property non-void-command,9
set collaborator,81
non-void-command,6
Total,6775
