Unique Class Stereotype,Class Count
pure-controller degenerate,1
data-class,1
commander lazy-class small-class,2
entity minimal-entity boundary,2
lazy-class small-class,1
data-provider boundary lazy-class,1
commander lazy-class degenerate,1
factory controller small-class,6
factory small-class,1
lazy-class degenerate,5
pure-controller,2
factory degenerate small-class,12
data-provider degenerate,4
data-provider data-class small-class,10
entity factory controller degenerate,1
entity data-provider boundary,3
pure-controller degenerate small-class,4
factory pure-controller small-class,2
entity commander boundary,13
controller,5
factory pure-controller degenerate small-class,1
data-provider lazy-class degenerate,1
boundary data-class small-class,4
boundary degenerate,37
commander boundary,17
data-provider boundary data-class small-class,4
data-provider boundary,6
entity boundary small-class,26
small-class,32
boundary small-class,1
entity boundary lazy-class,1
factory degenerate,1
data-provider data-class,2
entity small-class,3
commander,26
empty,643
entity boundary,82
data-provider,18
data-provider boundary small-class,11
lazy-class,2
commander degenerate,5
commander boundary small-class,13
boundary degenerate small-class,27
commander boundary data-class small-class,1
entity boundary degenerate,21
commander small-class,6
entity,3
degenerate small-class,26
boundary,113
pure-controller small-class,2
degenerate,80
boundary lazy-class degenerate,4
controller degenerate,4
data-provider small-class,5
controller small-class,9
unclassified,104
boundary large-class degenerate,1
commander boundary degenerate,3
entity factory controller small-class,11
Total,1433
