Unique Class Stereotype,Class Count
commander boundary small-class,1
factory degenerate small-class,1
factory controller small-class,1
factory controller data-class small-class,1
commander,2
commander small-class,2
data-provider small-class,1
boundary,5
data-provider boundary,1
boundary small-class,2
boundary large-class lazy-class degenerate,1
entity small-class,1
commander boundary degenerate,3
factory controller,1
boundary degenerate small-class,2
entity commander boundary,3
entity boundary,2
data-class small-class,2
entity commander boundary degenerate,1
entity boundary small-class,1
small-class,13
data-provider,1
data-provider data-class small-class,2
empty,66
unclassified,3
degenerate small-class,2
boundary degenerate,1
commander boundary,12
Total,134
