Unique Method Stereotype,Method Count
predicate,1
get property non-void-command factory collaborator,1
non-void-command,1
property,2
collaborator,3
property factory collaborator,2
property factory controller,4
get wrapper,6
get collaborator,3
predicate non-void-command,2
factory wrapper,2
property set collaborator,11
property factory wrapper,5
get property set collaborator,2
void-accessor controller,13
get property non-void-command collaborator,2
get,6
collaborator incidental,61
predicate wrapper,1
non-void-command collaborator,272
get property collaborator,1
set,11
constructor,715
void-accessor wrapper,2
wrapper stateless,187
get property set factory collaborator,2
collaborator stateless,23
void-accessor,1
void-accessor collaborator,2
void-accessor command collaborator,3
command collaborator,99
property wrapper,12
get non-void-command collaborator,21
factory controller,2
empty,83
command,115
controller stateless,344
factory collaborator incidental,7
property non-void-command,5
property collaborator,1
property non-void-command factory collaborator,46
set collaborator,10
property controller,35
property non-void-command collaborator,213
predicate controller,1
non-void-command factory collaborator,29
void-accessor set collaborator,1
get non-void-command,3
get set,10
wrapper,28
factory collaborator stateless,16
predicate non-void-command collaborator,19
copy-constructor,39
controller,123
incidental,5
get set collaborator,21
factory controller stateless,28
predicate collaborator,1
factory wrapper stateless,12
Total,2676
