Unique Class Stereotype,Class Count
data-provider lazy-class,1
pure-controller degenerate,2
controller degenerate,4
data-provider,2
controller,1
commander boundary small-class,16
boundary data-class,1
boundary data-class small-class,3
data-provider small-class,6
data-provider boundary lazy-class small-class,1
data-provider boundary lazy-class degenerate,2
data-class,1
data-provider boundary,10
data-provider boundary data-class small-class,2
entity data-provider boundary,5
degenerate small-class,1
controller small-class,16
unclassified,34
small-class,26
entity boundary small-class,160
data-provider data-class small-class,15
boundary degenerate small-class,18
entity commander boundary,1
pure-controller degenerate small-class,48
data-provider boundary data-class,3
data-class small-class,1
entity boundary,52
lazy-class small-class,1
commander degenerate,1
lazy-class,1
boundary small-class,3
commander data-class small-class,2
commander boundary,2
boundary degenerate,3
data-provider boundary small-class,2
entity small-class,1
empty,288
commander,3
lazy-class degenerate,1
degenerate,7
boundary,19
pure-controller small-class,1
entity minimal-entity boundary,1
commander boundary data-class small-class,1
entity boundary degenerate,4
commander small-class,3
Total,776
