Unique Method Stereotype,Method Count
predicate set collaborator,2
get property,1
predicate collaborator,2
get controller,1
predicate non-void-command,22
property command collaborator,10
get property non-void-command,1
property set,2
command collaborator,90
property,29
void-accessor command,5
command,49
void-accessor set,1
collaborator,3
empty,3
get property non-void-command factory collaborator,1
unclassified,9
controller stateless,161
void-accessor collaborator,3
void-accessor command collaborator,10
predicate wrapper,13
non-void-command collaborator,18
property controller,40
set collaborator,35
property non-void-command collaborator,453
get property non-void-command collaborator,1
collaborator incidental,67
get,68
get collaborator,96
constructor,477
get property collaborator,3
set,37
get wrapper,21
get non-void-command,15
destructor,116
property set collaborator,23
get set,2
wrapper,18
property wrapper,34
get non-void-command collaborator,13
wrapper stateless,118
void-accessor wrapper,9
property non-void-command,16
property collaborator,87
predicate set,3
predicate,10
void-accessor controller,3
get set collaborator,6
incidental,15
predicate non-void-command collaborator,23
copy-constructor,30
controller,22
Total,2297
