Unique Method Stereotype,Method Count
property non-void-command factory collaborator,1
property set collaborator,1
factory collaborator stateless,1
destructor,1
wrapper,8
non-void-command collaborator,4
void-accessor command collaborator,2
property controller,3
controller stateless,13
factory wrapper stateless,1
incidental,2
get collaborator,4
get set collaborator,3
get,3
command,23
set,1
constructor,41
wrapper stateless,31
set collaborator,10
property wrapper,204
property non-void-command,3
void-accessor controller,1
void-accessor set collaborator,3
command collaborator,39
collaborator incidental,3
predicate non-void-command,1
property non-void-command collaborator,6
predicate wrapper,2
Total,415
