Unique Class Stereotype,Class Count
entity,1
data-class,1
unclassified,4
degenerate small-class,2
boundary degenerate small-class,8
pure-controller degenerate small-class,1
entity commander boundary,4
empty,53
commander,24
data-provider boundary small-class,1
commander boundary small-class,16
factory controller small-class,5
entity boundary small-class,5
small-class,8
commander boundary data-class small-class,2
commander small-class,16
commander boundary,12
controller,1
boundary degenerate,1
commander lazy-class small-class,1
commander boundary degenerate,1
entity boundary,5
data-provider boundary data-class small-class,1
boundary small-class,1
commander data-class small-class,1
degenerate,3
boundary,6
pure-controller small-class,2
lazy-class degenerate,1
boundary lazy-class data-class,1
Total,188
