Class Stereotype,Stereotype Count
entity,824
minimal-entity,20
data-provider,276
commander,1184
boundary,2295
factory,127
controller,230
pure-controller,394
large-class,5
lazy-class,72
degenerate,1085
data-class,109
small-class,1391
empty,1591
unclassified,319
Total,9922
